id,img_path,img_name,generation_date,experiment_model_id,experiment_number,img_generation_promt
244705,/media/s1/dataset/neurostocker/core/2022/12/15/6_A_warm_scene_in_winter_with_a_light_snowfall_in_a_quaint_little_mountain_village..jpg,6_A_warm_scene_in_winter_with_a_light_snowfall_in_a_quaint_little_mountain_village..jpg,2022-12-15T00:48:19.340125,1,1,6_A_warm_scene_in_winter_with_a_light_snowfall_in_a_quaint_little_mountain_village.
37221,/media/s1/dataset/neurostocker/core/2022/12/1/6_Light_grey-blue_walls_and_clean_modern_furniture_with_a_hint_of_dark_woods..jpg,6_Light_grey-blue_walls_and_clean_modern_furniture_with_a_hint_of_dark_woods..jpg,2022-12-01T00:57:26.571660,1,1,6_Light_grey blue_walls_and_clean_modern_furniture_with_a_hint_of_dark_woods.
168378,/media/s1/dataset/neurostocker/core/2022/12/10/6_Beautiful_bright_light_on_the_waves_as_seen_from_above_a_cliff..jpg,6_Beautiful_bright_light_on_the_waves_as_seen_from_above_a_cliff..jpg,2022-12-10T22:49:47.498887,1,1,6_Beautiful_bright_light_on_the_waves_as_seen_from_above_a_cliff.
175255,"/media/s1/dataset/neurostocker/core/2022/12/10/6_A_design_by_Disney_artists,_based_with_the_image_of_Star_wars_logo..jpg","6_A_design_by_Disney_artists,_based_with_the_image_of_Star_wars_logo..jpg",2022-12-10T22:53:30.216124,1,1,"6_A_design_by_Disney_artists,_based_with_the_image_of_Star_wars_logo."
250557,"/media/s1/dataset/neurostocker/core/2022/12/15/6_A_striking_image_of_a_green_wood,_where_in_a_dark_shadow_of_overcast..jpg","6_A_striking_image_of_a_green_wood,_where_in_a_dark_shadow_of_overcast..jpg",2022-12-15T00:50:06.204718,1,1,"6_A_striking_image_of_a_green_wood,_where_in_a_dark_shadow_of_overcast."
141182,"/media/s1/dataset/neurostocker/core/2022/12/9/6_A_dark_room_without_suns,_with_only_the_light_from_an_overhung_torch_coming_through_from_the_windows..jpg","6_A_dark_room_without_suns,_with_only_the_light_from_an_overhung_torch_coming_through_from_the_windows..jpg",2022-12-09T00:46:07.946803,1,1,"6_A_dark_room_without_suns,_with_only_the_light_from_an_overhung_torch_coming_through_from_the_windows."
76250,/media/s1/dataset/neurostocker/core/2022/12/4/6_The_city_with_a_tower_in_the_center..jpg,6_The_city_with_a_tower_in_the_center..jpg,2022-12-04T22:26:33.901845,1,1,6_The_city_with_a_tower_in_the_center.
140307,/media/s1/dataset/neurostocker/core/2022/12/9/6_A_picture_representing_the_last_five_seconds_of_the_life_cycle_of_a_butterfly..jpg,6_A_picture_representing_the_last_five_seconds_of_the_life_cycle_of_a_butterfly..jpg,2022-12-09T00:33:33.102427,1,1,6_A_picture_representing_the_last_five_seconds_of_the_life_cycle_of_a_butterfly.
201357,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_grey_city_landscape_with_a_futuristic_skyscrapper_and_a_bridge..jpg,6_A_grey_city_landscape_with_a_futuristic_skyscrapper_and_a_bridge..jpg,2022-12-13T00:09:54.628919,1,1,6_A_grey_city_landscape_with_a_futuristic_skyscrapper_and_a_bridge.
231906,"/media/s1/dataset/neurostocker/core/2022/12/14/6_Creative_design,_galaxy,_pinkish_design_on_black_background..jpg","6_Creative_design,_galaxy,_pinkish_design_on_black_background..jpg",2022-12-14T00:50:48.873882,1,1,"6_Creative_design,_galaxy,_pinkish_design_on_black_background."
74233,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_peaceful_and_serene_picture_of_a_white_ship_sailing_amidst_the_calm_blue_sea..jpg,6_A_peaceful_and_serene_picture_of_a_white_ship_sailing_amidst_the_calm_blue_sea..jpg,2022-12-04T22:19:02.351321,1,1,6_A_peaceful_and_serene_picture_of_a_white_ship_sailing_amidst_the_calm_blue_sea.
6283,/media/s1/dataset/neurostocker/core/2022/10/29/3_Tim_Burton_style_in_a_new_wave_kind_of_style..jpg,3_Tim_Burton_style_in_a_new_wave_kind_of_style..jpg,2022-10-29T11:10:46.564717,1,1,3_Tim_Burton_style_in_a_new_wave_kind_of_style.
110748,/media/s1/dataset/neurostocker/core/2022/12/7/6_White_house_with_white_fences_and_green_trees..jpg,6_White_house_with_white_fences_and_green_trees..jpg,2022-12-07T00:50:33.715987,1,1,6_White_house_with_white_fences_and_green_trees.
6228,"/media/s1/dataset/neurostocker/core/2022/10/29/3_Fantasy,_halloween,_evil,_scary_-_monsters,_pumpkin,_scary_atmosphere,_retro,_1_9_8_0_s..jpg","3_Fantasy,_halloween,_evil,_scary_-_monsters,_pumpkin,_scary_atmosphere,_retro,_1_9_8_0_s..jpg",2022-10-29T21:24:38.449166,1,1,"3_Fantasy,_halloween,_evil,_scary_ _monsters,_pumpkin,_scary_atmosphere,_retro,_1_9_8_0_s."
26891,/media/s1/dataset/neurostocker/core/2022/11/30/6_A_very_beautiful_room_with_a_black_marble_bathroom_and_white_window_wall..jpg,6_A_very_beautiful_room_with_a_black_marble_bathroom_and_white_window_wall..jpg,2022-11-30T00:51:45.450383,1,1,6_A_very_beautiful_room_with_a_black_marble_bathroom_and_white_window_wall.
175496,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_black_background_and_a_white_text_with_the_words_“The_End_is_Near”..jpg,6_A_black_background_and_a_white_text_with_the_words_“The_End_is_Near”..jpg,2022-12-10T22:54:45.736545,1,1,6_A_black_background_and_a_white_text_with_the_words_“The_End_is_Near”.
199065,"/media/s1/dataset/neurostocker/core/2022/12/12/6_Elegant_and_open_sitting_room,_great_view_in_style_of_avalor_with_greenery..jpg","6_Elegant_and_open_sitting_room,_great_view_in_style_of_avalor_with_greenery..jpg",2022-12-12T23:58:07.432326,1,1,"6_Elegant_and_open_sitting_room,_great_view_in_style_of_avalor_with_greenery."
52429,/media/s1/dataset/neurostocker/core/2022/12/3/6_Black_and_white_picture_depicting_the_life_of_famous_actor..jpg,6_Black_and_white_picture_depicting_the_life_of_famous_actor..jpg,2022-12-03T00:28:01.339461,1,1,6_Black_and_white_picture_depicting_the_life_of_famous_actor.
187706,/media/s1/dataset/neurostocker/core/2022/12/10/6_An_attractive_view_of_a_snow-capped_mountain_in_the_sunset..jpg,6_An_attractive_view_of_a_snow-capped_mountain_in_the_sunset..jpg,2022-12-10T22:52:18.591725,1,1,6_An_attractive_view_of_a_snow capped_mountain_in_the_sunset.
127157,/media/s1/dataset/neurostocker/core/2022/12/8/6_A_lovely_white_sand_beach_and_green_jungle..jpg,6_A_lovely_white_sand_beach_and_green_jungle..jpg,2022-12-08T00:59:29.628123,1,1,6_A_lovely_white_sand_beach_and_green_jungle.
61558,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_picture_of_an_eagle_flying_with_a_snake_inside_its_mouth..jpg,6_A_picture_of_an_eagle_flying_with_a_snake_inside_its_mouth..jpg,2022-12-04T00:15:34.146753,1,1,6_A_picture_of_an_eagle_flying_with_a_snake_inside_its_mouth.
62122,"/media/s1/dataset/neurostocker/core/2022/12/4/6_The_image_is_one_of_a_kind_art_design,_with_modern_and_traditional_style..jpg","6_The_image_is_one_of_a_kind_art_design,_with_modern_and_traditional_style..jpg",2022-12-04T00:17:32.979449,1,1,"6_The_image_is_one_of_a_kind_art_design,_with_modern_and_traditional_style."
141165,"/media/s1/dataset/neurostocker/core/2022/12/9/6_A_world_filled_with_different_mountains_of_sand,_green_mountains_and_blue_seas..jpg","6_A_world_filled_with_different_mountains_of_sand,_green_mountains_and_blue_seas..jpg",2022-12-09T00:38:44.152238,1,1,"6_A_world_filled_with_different_mountains_of_sand,_green_mountains_and_blue_seas."
201865,/media/s1/dataset/neurostocker/core/2022/12/13/6_Beautiful_and_very_colorful_village_over_white_beach_with_dark_waves..jpg,6_Beautiful_and_very_colorful_village_over_white_beach_with_dark_waves..jpg,2022-12-13T00:04:04.506713,1,1,6_Beautiful_and_very_colorful_village_over_white_beach_with_dark_waves.
84760,"/media/s1/dataset/neurostocker/core/2022/12/6/6_A_large_piece_of_white_porcelain_tile,_probably_it_is_from_royal_palace..jpg","6_A_large_piece_of_white_porcelain_tile,_probably_it_is_from_royal_palace..jpg",2022-12-06T00:43:38.732495,1,1,"6_A_large_piece_of_white_porcelain_tile,_probably_it_is_from_royal_palace."
60653,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_large_elk_is_resting_after_browsing_on_wild_wheat_and_flowers_at_the_edge_of_a_forest_near_the_grasslands..jpg,6_A_large_elk_is_resting_after_browsing_on_wild_wheat_and_flowers_at_the_edge_of_a_forest_near_the_grasslands..jpg,2022-12-04T00:22:32.737206,1,1,6_A_large_elk_is_resting_after_browsing_on_wild_wheat_and_flowers_at_the_edge_of_a_forest_near_the_grasslands.
84839,"/media/s1/dataset/neurostocker/core/2022/12/6/6_A_sweet_picture_of_the_countryside,_in_a_field_of_pink_flowers_and_among_them_white_butterflies..jpg","6_A_sweet_picture_of_the_countryside,_in_a_field_of_pink_flowers_and_among_them_white_butterflies..jpg",2022-12-06T00:49:13.422452,1,1,"6_A_sweet_picture_of_the_countryside,_in_a_field_of_pink_flowers_and_among_them_white_butterflies."
160360,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_picture_of_an_interesting_and_charming_mountain_scene..jpg,6_A_picture_of_an_interesting_and_charming_mountain_scene..jpg,2022-12-10T00:23:18.346823,1,1,6_A_picture_of_an_interesting_and_charming_mountain_scene.
257667,"/media/s1/dataset/neurostocker/core/2022/12/15/6_Close-up_of_beautiful_marble_with_black_lines_in_an_old,_dimly_lighted_temple..jpg","6_Close-up_of_beautiful_marble_with_black_lines_in_an_old,_dimly_lighted_temple..jpg",2022-12-15T00:47:04.027715,1,1,"6_Close up_of_beautiful_marble_with_black_lines_in_an_old,_dimly_lighted_temple."
132652,/media/s1/dataset/neurostocker/core/2022/12/9/6_Merely_an_example_about_the_power_of_my_keyboard_and_all_its_amazing_shortcuts..jpg,6_Merely_an_example_about_the_power_of_my_keyboard_and_all_its_amazing_shortcuts..jpg,2022-12-09T00:48:22.319576,1,1,6_Merely_an_example_about_the_power_of_my_keyboard_and_all_its_amazing_shortcuts.
133992,/media/s1/dataset/neurostocker/core/2022/12/9/6_A_house_in_ruines_of_the_temple_near_a_mountain_which_is_covered_with_trees_down_to_the_ground..jpg,6_A_house_in_ruines_of_the_temple_near_a_mountain_which_is_covered_with_trees_down_to_the_ground..jpg,2022-12-09T00:38:12.328054,1,1,6_A_house_in_ruines_of_the_temple_near_a_mountain_which_is_covered_with_trees_down_to_the_ground.
199057,/media/s1/dataset/neurostocker/core/2022/12/12/6_City_made_out_of_glass_with_old_streets_and_wide_streets_surrounded_by_ocean..jpg,6_City_made_out_of_glass_with_old_streets_and_wide_streets_surrounded_by_ocean..jpg,2022-12-12T23:50:35.097314,1,1,6_City_made_out_of_glass_with_old_streets_and_wide_streets_surrounded_by_ocean.
189105,"/media/s1/dataset/neurostocker/core/2022/12/13/6_A_picture_of_a_picture_of_a_window_with_the_light_of_the_day_passing_behind_its_panes,_in_a_white_cottage_where_flowers_blossom_.jpg","6_A_picture_of_a_picture_of_a_window_with_the_light_of_the_day_passing_behind_its_panes,_in_a_white_cottage_where_flowers_blossom_.jpg",2022-12-13T00:04:18.542803,1,1,"6_A_picture_of_a_picture_of_a_window_with_the_light_of_the_day_passing_behind_its_panes,_in_a_white_cottage_where_flowers_blossom_"
120282,/media/s1/dataset/neurostocker/core/2022/12/7/6_A_futuristic_portrait_with_mask_made_of_wires_and_black_pearl..jpg,6_A_futuristic_portrait_with_mask_made_of_wires_and_black_pearl..jpg,2022-12-07T22:02:23.064517,1,1,6_A_futuristic_portrait_with_mask_made_of_wires_and_black_pearl.
68032,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_red_clay_road_in_an_orange_hill_country_region_filled_with_red_clay_hills_and_grass..jpg,6_A_red_clay_road_in_an_orange_hill_country_region_filled_with_red_clay_hills_and_grass..jpg,2022-12-04T00:18:31.191791,1,1,6_A_red_clay_road_in_an_orange_hill_country_region_filled_with_red_clay_hills_and_grass.
243661,/media/s1/dataset/neurostocker/core/2022/12/15/6_Animated_open_kitchen_overlooking_the_city_with_greenery..jpg,6_Animated_open_kitchen_overlooking_the_city_with_greenery..jpg,2022-12-15T00:44:40.286951,1,1,6_Animated_open_kitchen_overlooking_the_city_with_greenery.
138490,"/media/s1/dataset/neurostocker/core/2022/12/9/6_A_landscape_with_a_lot_of_green_color_trees,_mountains_in_the_back,_blue_sky_color_near..jpg","6_A_landscape_with_a_lot_of_green_color_trees,_mountains_in_the_back,_blue_sky_color_near..jpg",2022-12-09T00:31:55.661855,1,1,"6_A_landscape_with_a_lot_of_green_color_trees,_mountains_in_the_back,_blue_sky_color_near."
31863,"/media/s1/dataset/neurostocker/core/2022/12/1/6_Iron_ore_in_stone_texture,_3_4_k_ultra_high_definition..jpg","6_Iron_ore_in_stone_texture,_3_4_k_ultra_high_definition..jpg",2022-12-01T00:54:45.506776,1,1,"6_Iron_ore_in_stone_texture,_3_4_k_ultra_high_definition."
239841,/media/s1/dataset/neurostocker/core/2022/12/14/6_The_view_of_the_beach_from_this_villa_in_koh_tao_is_breath_taking..jpg,6_The_view_of_the_beach_from_this_villa_in_koh_tao_is_breath_taking..jpg,2022-12-14T23:06:08.533572,1,1,6_The_view_of_the_beach_from_this_villa_in_koh_tao_is_breath_taking.
60806,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_forest_in_the_middle_of_a_desert..jpg,6_A_forest_in_the_middle_of_a_desert..jpg,2022-12-04T00:24:59.862068,1,1,6_A_forest_in_the_middle_of_a_desert.
109776,/media/s1/dataset/neurostocker/core/2022/12/7/6_City_surrounded_by_a_fence_made_of_white_diamonds_with_green_roof..jpg,6_City_surrounded_by_a_fence_made_of_white_diamonds_with_green_roof..jpg,2022-12-07T00:56:27.910343,1,1,6_City_surrounded_by_a_fence_made_of_white_diamonds_with_green_roof.
171949,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_beautiful_landscape_of_nature_with_blue_sky_and_clouds..jpg,6_A_beautiful_landscape_of_nature_with_blue_sky_and_clouds..jpg,2022-12-10T22:40:26.683836,1,1,6_A_beautiful_landscape_of_nature_with_blue_sky_and_clouds.
256771,/media/s1/dataset/neurostocker/core/2022/12/15/6_View_from_space_of_a_city_which_has_been_destroyed_by_earthquakes_and_volcanoes..jpg,6_View_from_space_of_a_city_which_has_been_destroyed_by_earthquakes_and_volcanoes..jpg,2022-12-15T00:52:26.961513,1,1,6_View_from_space_of_a_city_which_has_been_destroyed_by_earthquakes_and_volcanoes.
37765,"/media/s1/dataset/neurostocker/core/2022/12/1/6_The_view_of_the_city_of_Toulon_and_its_bay,_on_the_sea_shore..jpg","6_The_view_of_the_city_of_Toulon_and_its_bay,_on_the_sea_shore..jpg",2022-12-01T00:54:44.410770,1,1,"6_The_view_of_the_city_of_Toulon_and_its_bay,_on_the_sea_shore."
215281,"/media/s1/dataset/neurostocker/core/2022/12/14/6_Modern_art,_abstract_paintings_made_with_acrylic_paint_on_canvas..jpg","6_Modern_art,_abstract_paintings_made_with_acrylic_paint_on_canvas..jpg",2022-12-14T00:46:50.504583,1,1,"6_Modern_art,_abstract_paintings_made_with_acrylic_paint_on_canvas."
195979,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_city_set_in_the_clouds_looking_out_on_the_ocean..jpg,6_A_city_set_in_the_clouds_looking_out_on_the_ocean..jpg,2022-12-13T00:05:02.363084,1,1,6_A_city_set_in_the_clouds_looking_out_on_the_ocean.
58074,/media/s1/dataset/neurostocker/core/2022/12/3/6_Black_and_white_graphic_illustration_of_a_futuristic_super_jet..jpg,6_Black_and_white_graphic_illustration_of_a_futuristic_super_jet..jpg,2022-12-03T00:28:38.711678,1,1,6_Black_and_white_graphic_illustration_of_a_futuristic_super_jet.
35239,"/media/s1/dataset/neurostocker/core/2022/12/1/6_Vast_industrial_architecture_that_spans_across_the_sea,_made_of_plushy_yarn_intricate_realistic_hyperdetailed_8_k_hdr..jpg","6_Vast_industrial_architecture_that_spans_across_the_sea,_made_of_plushy_yarn_intricate_realistic_hyperdetailed_8_k_hdr..jpg",2022-12-01T00:57:18.623616,1,1,"6_Vast_industrial_architecture_that_spans_across_the_sea,_made_of_plushy_yarn_intricate_realistic_hyperdetailed_8_k_hdr."
42920,/media/s1/dataset/neurostocker/core/2022/12/2/6_A_blue_water_view_of_a_modern_open_water_swimming_pool_surrounded_by_greenery..jpg,6_A_blue_water_view_of_a_modern_open_water_swimming_pool_surrounded_by_greenery..jpg,2022-12-02T00:54:41.920485,1,1,6_A_blue_water_view_of_a_modern_open_water_swimming_pool_surrounded_by_greenery.
226222,/media/s1/dataset/neurostocker/core/2022/12/14/6_An_image_of_a_beautiful_forest_edge_made_to_look_like_a_digital_screen_with_a_picture_of_a_house..jpg,6_An_image_of_a_beautiful_forest_edge_made_to_look_like_a_digital_screen_with_a_picture_of_a_house..jpg,2022-12-14T00:32:13.399528,1,1,6_An_image_of_a_beautiful_forest_edge_made_to_look_like_a_digital_screen_with_a_picture_of_a_house.
227950,/media/s1/dataset/neurostocker/core/2022/12/14/6_The_incredible_picture_with_yellow-colored_moon_in_the_center..jpg,6_The_incredible_picture_with_yellow-colored_moon_in_the_center..jpg,2022-12-14T00:32:27.759618,1,1,6_The_incredible_picture_with_yellow colored_moon_in_the_center.
162402,/media/s1/dataset/neurostocker/core/2022/12/10/6_Light_up_animation_of_dancing_stars_in_the_sky..jpg,6_Light_up_animation_of_dancing_stars_in_the_sky..jpg,2022-12-10T00:21:15.810634,1,1,6_Light_up_animation_of_dancing_stars_in_the_sky.
194477,"/media/s1/dataset/neurostocker/core/2022/12/13/6_The_logo,_letter_head_and_business_card_of_an_advertising_agency_where_they_make_all_the_ads_for_the_world's_coolest_cars..jpg","6_The_logo,_letter_head_and_business_card_of_an_advertising_agency_where_they_make_all_the_ads_for_the_world's_coolest_cars..jpg",2022-12-13T00:07:14.159919,1,1,"6_The_logo,_letter_head_and_business_card_of_an_advertising_agency_where_they_make_all_the_ads_for_the_world's_coolest_cars."
14754,/media/s1/dataset/neurostocker/core/2022/11/26/6_Fictional_city_with_water_in_the_background_(not_a_screenshot)..jpg,6_Fictional_city_with_water_in_the_background_(not_a_screenshot)..jpg,2022-11-26T00:56:11.536723,1,1,6_Fictional_city_with_water_in_the_background_(not_a_screenshot).
65488,/media/s1/dataset/neurostocker/core/2022/12/4/6_You_can_see_a_lot_of_water_in_the_sky_and_it_is_very_blue..jpg,6_You_can_see_a_lot_of_water_in_the_sky_and_it_is_very_blue..jpg,2022-12-04T00:22:35.589223,1,1,6_You_can_see_a_lot_of_water_in_the_sky_and_it_is_very_blue.
125956,/media/s1/dataset/neurostocker/core/2022/12/7/6_A_film_studio_set_with_a_film_crew_on_a_set..jpg,6_A_film_studio_set_with_a_film_crew_on_a_set..jpg,2022-12-07T22:01:36.440172,1,1,6_A_film_studio_set_with_a_film_crew_on_a_set.
33107,/media/s1/dataset/neurostocker/core/2022/12/1/6_A_very_professional_photo_of_a_mountain_and_the_water_around..jpg,6_A_very_professional_photo_of_a_mountain_and_the_water_around..jpg,2022-12-01T00:49:35.057100,1,1,6_A_very_professional_photo_of_a_mountain_and_the_water_around.
261417,/media/s1/dataset/neurostocker/core/2022/12/15/6_A_small_set_of_the_4th_Doctor’s_companions..jpg,6_A_small_set_of_the_4th_Doctor’s_companions..jpg,2022-12-15T00:43:45.902671,1,1,6_A_small_set_of_the_4th_Doctor’s_companions.
4298,"/media/s1/dataset/neurostocker/core/2022/10/30/3_Abstract_Halloween_horror_artwork,_a_skeleton_on_horseback_riding_through_the_dark,_abstract..jpg","3_Abstract_Halloween_horror_artwork,_a_skeleton_on_horseback_riding_through_the_dark,_abstract..jpg",2022-10-30T04:03:42.363456,1,1,"3_Abstract_Halloween_horror_artwork,_a_skeleton_on_horseback_riding_through_the_dark,_abstract."
175928,/media/s1/dataset/neurostocker/core/2022/12/10/6_An_oil-covered_landscape_of_rust-green_dunes_and_dunes_being_burnt_to_a_crisp..jpg,6_An_oil-covered_landscape_of_rust-green_dunes_and_dunes_being_burnt_to_a_crisp..jpg,2022-12-10T22:57:31.841474,1,1,6_An_oil covered_landscape_of_rust green_dunes_and_dunes_being_burnt_to_a_crisp.
218584,"/media/s1/dataset/neurostocker/core/2022/12/14/6_White,_flat_building_with_a_blue_sky_over_it..jpg","6_White,_flat_building_with_a_blue_sky_over_it..jpg",2022-12-14T00:33:39.556061,1,1,"6_White,_flat_building_with_a_blue_sky_over_it."
59068,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_character_on_a_train_running_through_the_desert..jpg,6_A_character_on_a_train_running_through_the_desert..jpg,2022-12-04T00:20:09.556367,1,1,6_A_character_on_a_train_running_through_the_desert.
132435,"/media/s1/dataset/neurostocker/core/2022/12/9/6_A_very_high_altitude_view_of_the_city_of_Tokyo,_where_a_single_black_tower_stands_out_on_a_sea_of_red-tinged_light,_while_a_brig.jpg","6_A_very_high_altitude_view_of_the_city_of_Tokyo,_where_a_single_black_tower_stands_out_on_a_sea_of_red-tinged_light,_while_a_brig.jpg",2022-12-09T00:39:42.308576,1,1,"6_A_very_high_altitude_view_of_the_city_of_Tokyo,_where_a_single_black_tower_stands_out_on_a_sea_of_red tinged_light,_while_a_brig"
72891,"/media/s1/dataset/neurostocker/core/2022/12/4/6_City_made_in_wood,_covered_by_black_paper,_with_few_tourists..jpg","6_City_made_in_wood,_covered_by_black_paper,_with_few_tourists..jpg",2022-12-04T22:23:58.728970,1,1,"6_City_made_in_wood,_covered_by_black_paper,_with_few_tourists."
226805,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_simple_picture_of_a_yellow_house_with_a_big_lawn_and_a_red_roof..jpg,6_A_simple_picture_of_a_yellow_house_with_a_big_lawn_and_a_red_roof..jpg,2022-12-14T00:46:50.736584,1,1,6_A_simple_picture_of_a_yellow_house_with_a_big_lawn_and_a_red_roof.
66657,/media/s1/dataset/neurostocker/core/2022/12/4/6_A_beautiful_futuristic_city_in_the_distant_future_with_flying_cars_and_the_light_poles_made_of_white_marble..jpg,6_A_beautiful_futuristic_city_in_the_distant_future_with_flying_cars_and_the_light_poles_made_of_white_marble..jpg,2022-12-04T00:25:05.242100,1,1,6_A_beautiful_futuristic_city_in_the_distant_future_with_flying_cars_and_the_light_poles_made_of_white_marble.
200173,/media/s1/dataset/neurostocker/core/2022/12/12/6_An_exotic_flower_garden_inside_a_glass_ball..jpg,6_An_exotic_flower_garden_inside_a_glass_ball..jpg,2022-12-12T23:55:05.907020,1,1,6_An_exotic_flower_garden_inside_a_glass_ball.
37546,/media/s1/dataset/neurostocker/core/2022/12/1/6_A_great_photograph_of_the_great_white_shark_in_the_waters_of_the_ocean..jpg,6_A_great_photograph_of_the_great_white_shark_in_the_waters_of_the_ocean..jpg,2022-12-01T00:53:16.810293,1,1,6_A_great_photograph_of_the_great_white_shark_in_the_waters_of_the_ocean.
232680,"/media/s1/dataset/neurostocker/core/2022/12/14/6_Fire_and_rain_on_a_windy_day,_overcast..jpg","6_Fire_and_rain_on_a_windy_day,_overcast..jpg",2022-12-14T00:53:03.762611,1,1,"6_Fire_and_rain_on_a_windy_day,_overcast."
114046,/media/s1/dataset/neurostocker/core/2022/12/7/6_A_portrait_of_a_famous_Hollywood_actor_is_made_up_of_famous_paintings_of_his_famous_movies..jpg,6_A_portrait_of_a_famous_Hollywood_actor_is_made_up_of_famous_paintings_of_his_famous_movies..jpg,2022-12-07T22:02:50.540719,1,1,6_A_portrait_of_a_famous_Hollywood_actor_is_made_up_of_famous_paintings_of_his_famous_movies.
22813,/media/s1/dataset/neurostocker/core/2022/11/29/6_Very_beautiful_photo_with_the_lights_of_the_city_night_in_indonesian_background..jpg,6_Very_beautiful_photo_with_the_lights_of_the_city_night_in_indonesian_background..jpg,2022-11-29T00:57:58.203171,1,1,6_Very_beautiful_photo_with_the_lights_of_the_city_night_in_indonesian_background.
37176,/media/s1/dataset/neurostocker/core/2022/12/1/6_In-focus-subject_with_no_subject_overlap_to_the_background..jpg,6_In-focus-subject_with_no_subject_overlap_to_the_background..jpg,2022-12-01T00:54:06.210562,1,1,6_In focus subject_with_no_subject_overlap_to_the_background.
53883,/media/s1/dataset/neurostocker/core/2022/12/3/6_The_symbol_of_god_of_the_Sun_in_the_west..jpg,6_The_symbol_of_god_of_the_Sun_in_the_west..jpg,2022-12-03T00:59:20.915391,1,1,6_The_symbol_of_god_of_the_Sun_in_the_west.
259453,/media/s1/dataset/neurostocker/core/2022/12/15/6_Stunning_house_with_balcony_and_great_view_from_the_balcony..jpg,6_Stunning_house_with_balcony_and_great_view_from_the_balcony..jpg,2022-12-15T00:43:10.846493,1,1,6_Stunning_house_with_balcony_and_great_view_from_the_balcony.
33196,/media/s1/dataset/neurostocker/core/2022/12/1/6_A_large_cityscape_with_a_lot_of_greenery..jpg,6_A_large_cityscape_with_a_lot_of_greenery..jpg,2022-12-01T00:52:26.998023,1,1,6_A_large_cityscape_with_a_lot_of_greenery.
170769,/media/s1/dataset/neurostocker/core/2022/12/10/6_A_scene_in_a_film_where_you_can_watch_a_magic_land_with_flying_animals..jpg,6_A_scene_in_a_film_where_you_can_watch_a_magic_land_with_flying_animals..jpg,2022-12-10T22:57:07.185336,1,1,6_A_scene_in_a_film_where_you_can_watch_a_magic_land_with_flying_animals.
199982,/media/s1/dataset/neurostocker/core/2022/12/13/6_A_high-precision_photomontage_of_every_page_in_the_book..jpg,6_A_high-precision_photomontage_of_every_page_in_the_book..jpg,2022-12-13T00:07:21.635966,1,1,6_A_high precision_photomontage_of_every_page_in_the_book.
4214,/media/s1/dataset/neurostocker/core/2022/10/28/3_Halloween_tattoo_with_Jack_O'lantern_and_his_wife..jpg,3_Halloween_tattoo_with_Jack_O'lantern_and_his_wife..jpg,2022-10-28T15:22:22.409324,1,1,3_Halloween_tattoo_with_Jack_O'lantern_and_his_wife.
220399,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_place_of_calm_where_you_can_relax_and_escape_your_everyday_life..jpg,6_A_place_of_calm_where_you_can_relax_and_escape_your_everyday_life..jpg,2022-12-14T00:45:03.147993,1,1,6_A_place_of_calm_where_you_can_relax_and_escape_your_everyday_life.
231439,/media/s1/dataset/neurostocker/core/2022/12/14/6_A_striking_blue_sky_with_a_cloudy_sun_behind_it_and_three_beautiful_blue_butterflies_on_a_sunflower..jpg,6_A_striking_blue_sky_with_a_cloudy_sun_behind_it_and_three_beautiful_blue_butterflies_on_a_sunflower..jpg,2022-12-14T00:46:06.976344,1,1,6_A_striking_blue_sky_with_a_cloudy_sun_behind_it_and_three_beautiful_blue_butterflies_on_a_sunflower.
97014,"/media/s1/dataset/neurostocker/core/2022/12/6/6_Image_of_an_office,_a_worker_and_his_computer..jpg","6_Image_of_an_office,_a_worker_and_his_computer..jpg",2022-12-06T00:44:45.716887,1,1,"6_Image_of_an_office,_a_worker_and_his_computer."
242913,"/media/s1/dataset/neurostocker/core/2022/12/14/6_A_forest,_with_the_trees_of_the_green_forest_standing_in_silhouette..jpg","6_A_forest,_with_the_trees_of_the_green_forest_standing_in_silhouette..jpg",2022-12-14T23:07:16.909806,1,1,"6_A_forest,_with_the_trees_of_the_green_forest_standing_in_silhouette."
131742,/media/s1/dataset/neurostocker/core/2022/12/9/6_A_superhero_scene_of_a_superhero_flying_with_his_enemies_over_the_city..jpg,6_A_superhero_scene_of_a_superhero_flying_with_his_enemies_over_the_city..jpg,2022-12-09T00:39:47.392605,1,1,6_A_superhero_scene_of_a_superhero_flying_with_his_enemies_over_the_city.
