,id,img_path,img_name,rating
878,2208,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_world_of_nature,_epic,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography.jpg","3_A_world_of_nature,_epic,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography.jpg",5
879,2209,/media/s1/dataset/neurostocker/core/2022/10/26/3_The_Legend_of_Zelda_-_the_battle_against_Ganon..jpg,3_The_Legend_of_Zelda_-_the_battle_against_Ganon..jpg,3
880,2212,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_collection_of_different_photo-reference_items_which_are_used_in_my_work,_most_of_them..jpg","3_A_collection_of_different_photo-reference_items_which_are_used_in_my_work,_most_of_them..jpg",5
881,2214,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_black_cat_and_a_white_dog_is_reading_a_book_by_the_fireplace,_fireplace,_fireplace,_fireplace,_fireplace,_fireplace,_fireplace.jpg","3_A_black_cat_and_a_white_dog_is_reading_a_book_by_the_fireplace,_fireplace,_fireplace,_fireplace,_fireplace,_fireplace,_fireplace.jpg",2
882,2221,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Character_design,_city_design,_city_concept_concept_fantasy_style..jpg","3_Character_design,_city_design,_city_concept_concept_fantasy_style..jpg",4
883,2222,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Animal,_fantasy,_digital_drawing_of_wolf_in_art_of..jpg","3_Animal,_fantasy,_digital_drawing_of_wolf_in_art_of..jpg",2
884,2223,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Pixels_in_the_rain,_rain_drops,_pixel_art,_computer_generated_art,..jpg","3_Pixels_in_the_rain,_rain_drops,_pixel_art,_computer_generated_art,..jpg",5
885,2225,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Darkening_night_sky,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_Darkening_night_sky,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg",4
886,2228,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Beautiful_futuristic_architectural_design,_futuristic_architecture_art,_futuristic_architecture_images,_futuristic_architecture,.jpg","3_Beautiful_futuristic_architectural_design,_futuristic_architecture_art,_futuristic_architecture_images,_futuristic_architecture,.jpg",5
887,2229,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_city_landscape_made_of_the_sea_and_land,_with_the_background_of_the_sunset,_a_sea_plane_that_flies_over_the_city_and_looks_ove.jpg","3_A_city_landscape_made_of_the_sea_and_land,_with_the_background_of_the_sunset,_a_sea_plane_that_flies_over_the_city_and_looks_ove.jpg",5
888,2231,/media/s1/dataset/neurostocker/core/2022/10/26/3_An_animation_key_shot_with_the_main_characters_of_a..jpg,3_An_animation_key_shot_with_the_main_characters_of_a..jpg,4
889,2232,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Landscape_with_castle:_interior_design,_open_plan,_modern,_industrial_furniture,_marble_floor,_minimalist,_simple_lines,_urban_v.jpg","3_Landscape_with_castle:_interior_design,_open_plan,_modern,_industrial_furniture,_marble_floor,_minimalist,_simple_lines,_urban_v.jpg",4
890,2233,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Interior_of_the_beach_house_with_a_fireplace,_in_early_morning,_interior,_fireplace,_d_&_d_wallpaper,_concept_art,_d_&_d_firepla.jpg","3_Interior_of_the_beach_house_with_a_fireplace,_in_early_morning,_interior,_fireplace,_d_&_d_wallpaper,_concept_art,_d_&_d_firepla.jpg",5
891,2235,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Hyper_realistic,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg","3_Hyper_realistic,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photography..jpg",5
892,2236,/media/s1/dataset/neurostocker/core/2022/10/26/3_An_epic_landscape_of_a_futuristic_cityscape_with_water_and_different_lighting_features..jpg,3_An_epic_landscape_of_a_futuristic_cityscape_with_water_and_different_lighting_features..jpg,5
893,2239,"/media/s1/dataset/neurostocker/core/2022/10/26/3_High_definition,_detailed_architectural_models,_urban_street_scene,_architecture,_open_concept,_open_plan..jpg","3_High_definition,_detailed_architectural_models,_urban_street_scene,_architecture,_open_concept,_open_plan..jpg",5
894,2241,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Animation,_computer_generated_virtual_3_d_model,_vr,_photorealistic_animation,_studio_ghibli,_p..jpg","3_Animation,_computer_generated_virtual_3_d_model,_vr,_photorealistic_animation,_studio_ghibli,_p..jpg",2
895,2243,/media/s1/dataset/neurostocker/core/2022/10/26/3_An_image_of_a_beautiful_tree_shot_in_a_field..jpg,3_An_image_of_a_beautiful_tree_shot_in_a_field..jpg,4
896,2246,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_hyper_detailed_and_richly_colored_world,_with_realistic_lighting,_high_dynamic_range,_HDR,_artistic_photographie,_artstation_v.jpg","3_A_hyper_detailed_and_richly_colored_world,_with_realistic_lighting,_high_dynamic_range,_HDR,_artistic_photographie,_artstation_v.jpg",5
897,2247,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_interior_of_a_modern_house_and_living_room,_at_night..jpg","3_The_interior_of_a_modern_house_and_living_room,_at_night..jpg",5
898,2252,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Abstract_image_of_the_city_at_night,_atmospheric,_octane,_hyper_realistic,_8k,_artstation_landscape_vista,_cinematic,_artstation.jpg","3_Abstract_image_of_the_city_at_night,_atmospheric,_octane,_hyper_realistic,_8k,_artstation_landscape_vista,_cinematic,_artstation.jpg",5
899,2253,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Clear_illustration_of_a_fantasy_monster,_sketching,_digital_art_and_character_design,_fantasy_art_and_art,_clear_2d_image,_2..jpg","3_Clear_illustration_of_a_fantasy_monster,_sketching,_digital_art_and_character_design,_fantasy_art_and_art,_clear_2d_image,_2..jpg",3
900,2255,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_large_size_illustration_of_an_iconic_sci-fi_superhero..jpg,3_A_large_size_illustration_of_an_iconic_sci-fi_superhero..jpg,5
901,2259,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_epic_battle_between_the_wolf_and_the_bear,_hyper_realistic,_8k,_cinematic,_octane_render,_artstation_landscape_vista_photogr.jpg","3_The_epic_battle_between_the_wolf_and_the_bear,_hyper_realistic,_8k,_cinematic,_octane_render,_artstation_landscape_vista_photogr.jpg",5
902,2261,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Big_city_at_night,_a_street_lamp,_a_bright_city,_a_night_city,_a_city_at_night,_a..jpg","3_Big_city_at_night,_a_street_lamp,_a_bright_city,_a_night_city,_a_city_at_night,_a..jpg",5
903,2262,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_cool_ocean_wave_landscape_atmospheric,_high_realistic,_underwater_photo,_creative_and_innovative,_artistic,_landscape_photogra.jpg","3_A_cool_ocean_wave_landscape_atmospheric,_high_realistic,_underwater_photo,_creative_and_innovative,_artistic,_landscape_photogra.jpg",5
904,2263,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_set_of_highres_photos_depicting_a_room_from_the_real_world..jpg,3_A_set_of_highres_photos_depicting_a_room_from_the_real_world..jpg,5
905,2264,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Dark_Atmosphere,_Epic_Scene,_Epic_Landscape,_Fantasy,_Artistic_Illustration,_Concept_Art,_Art_Station,_Landscape,_Photography,_W.jpg","3_Dark_Atmosphere,_Epic_Scene,_Epic_Landscape,_Fantasy,_Artistic_Illustration,_Concept_Art,_Art_Station,_Landscape,_Photography,_W.jpg",5
906,2267,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_large_city_view,_futuristic_city_scape,_futuristic_scene_with_a_city_view,_8k_render,_atmospheric,_artstation_cityscape..jpg","3_A_large_city_view,_futuristic_city_scape,_futuristic_scene_with_a_city_view,_8k_render,_atmospheric,_artstation_cityscape..jpg",3
907,2272,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Temple_in_ruin_viking,_forest,_stairs,_columns,_cinematic,_detailed,_epic,_concept_art,_background,_mist,_photo-realistic,_conce.jpg","3_Temple_in_ruin_viking,_forest,_stairs,_columns,_cinematic,_detailed,_epic,_concept_art,_background,_mist,_photo-realistic,_conce.jpg",5
908,2274,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Black_and_white_drawing_that_looks_like_one_of_my_best_work,_abstracted..jpg","3_Black_and_white_drawing_that_looks_like_one_of_my_best_work,_abstracted..jpg",5
909,2276,/media/s1/dataset/neurostocker/core/2022/10/26/3_An_interesting_photo_of_a_tree_covered_with_flowers_in_a_field..jpg,3_An_interesting_photo_of_a_tree_covered_with_flowers_in_a_field..jpg,5
910,2282,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_Legend_Of_Zelda_Landscape_-_8k,_Epic_Composition,_Octane_Render..jpg","3_The_Legend_Of_Zelda_Landscape_-_8k,_Epic_Composition,_Octane_Render..jpg",2
911,2283,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_city_in_the_mist,_distant_vista,_rocky_mountain_vista,_distant_land,_aerial..jpg","3_A_city_in_the_mist,_distant_vista,_rocky_mountain_vista,_distant_land,_aerial..jpg",5
912,2286,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_night_sky_from_the_sea,_large_image,_high_definition,_night,_night_scape,_nightscape,_sky..jpg","3_The_night_sky_from_the_sea,_large_image,_high_definition,_night,_night_scape,_nightscape,_sky..jpg",5
913,2288,/media/s1/dataset/neurostocker/core/2022/10/26/3_The_first_concept_art_of_the_next_movie_of_'The_Hobbit'_movie_series..jpg,3_The_first_concept_art_of_the_next_movie_of_'The_Hobbit'_movie_series..jpg,5
914,2290,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_concept_design_of_the_ideal_superhero,_superhero_concept,_concept_art..jpg","3_A_concept_design_of_the_ideal_superhero,_superhero_concept,_concept_art..jpg",3
915,2291,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_mysterious_ancient_temple,_forest,_columns,_forest,_old,_ruins,_architecture..jpg","3_The_mysterious_ancient_temple,_forest,_columns,_forest,_old,_ruins,_architecture..jpg",5
916,2292,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Concept_for_a_character,_with_details_added,_hyper_realistic,_and_a_bit_detailed,_concept_art..jpg","3_Concept_for_a_character,_with_details_added,_hyper_realistic,_and_a_bit_detailed,_concept_art..jpg",5
917,2293,"/media/s1/dataset/neurostocker/core/2022/10/26/3_New_concept_for_a_future,_an_industrial_city_with_futuristic_architecture..jpg","3_New_concept_for_a_future,_an_industrial_city_with_futuristic_architecture..jpg",5
918,2295,/media/s1/dataset/neurostocker/core/2022/10/26/3_The_world_of_warcraft_with_the_legendary_castle_of_nathria..jpg,3_The_world_of_warcraft_with_the_legendary_castle_of_nathria..jpg,3
919,2297,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_real_picture_of_earth_from_space_taken_with_a_nasa_satellite..jpg,3_A_real_picture_of_earth_from_space_taken_with_a_nasa_satellite..jpg,5
920,2298,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_scene_from_the_movie_Interstellar_with_Matthew_McConaughey_as_the_scientist..jpg,3_A_scene_from_the_movie_Interstellar_with_Matthew_McConaughey_as_the_scientist..jpg,5
921,2301,"/media/s1/dataset/neurostocker/core/2022/10/26/3_High_end_lounge,_elegant_dining_area,_high_ceiling,_modern_and_modernist_styles,_high_gloss_finish_furniture,_marble,_lighting_a.jpg","3_High_end_lounge,_elegant_dining_area,_high_ceiling,_modern_and_modernist_styles,_high_gloss_finish_furniture,_marble,_lighting_a.jpg",3
922,2302,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_ocean_shoreline_near_the_horizon_of_the_sun,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane,_art..jpg","3_An_ocean_shoreline_near_the_horizon_of_the_sun,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane,_art..jpg",3
923,2303,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_living_room_of_a_cozy_wooden_house_with_a_fireplace,_at_night,_interior_design,_d_&_d_concept_art,_d_&_d_wallpaper,_Warm..jpg","3_The_living_room_of_a_cozy_wooden_house_with_a_fireplace,_at_night,_interior_design,_d_&_d_concept_art,_d_&_d_wallpaper,_Warm..jpg",5
924,2307,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_city_concept,_a_futuristic_idea_for_a_city_as_modern_as_our_first_computers,_a_city_concept..jpg","3_A_city_concept,_a_futuristic_idea_for_a_city_as_modern_as_our_first_computers,_a_city_concept..jpg",2
925,2311,/media/s1/dataset/neurostocker/core/2022/10/26/3_An_area_of_land_surrounded_by_an_ocean_and_separated_by_a..jpg,3_An_area_of_land_surrounded_by_an_ocean_and_separated_by_a..jpg,5
926,2314,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_action_scene_of_a_spy_vs_terrorist,_high_quality_composition,_city_in_the_future,_detailed_background_buildings,_urban_landsc.jpg","3_An_action_scene_of_a_spy_vs_terrorist,_high_quality_composition,_city_in_the_future,_detailed_background_buildings,_urban_landsc.jpg",5
927,2317,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Concept_art_for_a_movie_in_the_future,_city_skyline,_cityscape,_futuristic,_dystopian,_city_city,_cityscape..jpg","3_Concept_art_for_a_movie_in_the_future,_city_skyline,_cityscape,_futuristic,_dystopian,_city_city,_cityscape..jpg",5
928,2319,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_cover_of_an_indie_album,_a_high_dynamic_range_(HDR)_high_key_light_painting..jpg","3_The_cover_of_an_indie_album,_a_high_dynamic_range_(HDR)_high_key_light_painting..jpg",5
929,2320,"/media/s1/dataset/neurostocker/core/2022/10/25/3_A_fantasy_world,_a_desert_city_covered_by_sand,_night,_architectural_&_design..jpg","3_A_fantasy_world,_a_desert_city_covered_by_sand,_night,_architectural_&_design..jpg",5
930,2322,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Realistic_city_with_architectural_details_and_street,_octane_render,_8_k,_realistic,_realistic,_character,_realistic_photorealis.jpg","3_Realistic_city_with_architectural_details_and_street,_octane_render,_8_k,_realistic,_realistic,_character,_realistic_photorealis.jpg",2
931,2323,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_futuristic_car,_space,_truck,_jet,_helicopter,_truck,_road,..jpg","3_A_futuristic_car,_space,_truck,_jet,_helicopter,_truck,_road,..jpg",5
932,2324,"/media/s1/dataset/neurostocker/core/2022/10/26/3_City_made_out_of_glass_realism_octane_render,_8_k,_exploration,_cinematic,_trending..jpg","3_City_made_out_of_glass_realism_octane_render,_8_k,_exploration,_cinematic,_trending..jpg",5
933,2325,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Bouncy_houses_made_of_different_types_of_pieces_of_bricks,_ceramics,_different..jpg","3_Bouncy_houses_made_of_different_types_of_pieces_of_bricks,_ceramics,_different..jpg",4
934,2330,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_inside_of_a_building_with_a_red_tiled_roof,..jpg","3_The_inside_of_a_building_with_a_red_tiled_roof,..jpg",5
935,2331,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_minimalist_minimalist_house,_a_minimalist_concept_in_a_contemporary_setting,_a_futuristic_architecture..jpg","3_A_minimalist_minimalist_house,_a_minimalist_concept_in_a_contemporary_setting,_a_futuristic_architecture..jpg",5
936,2332,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Aerial_photography_from_an_airplane,_city,_skyscrapers,_building,_aerial_views_of_big_cities_(skyscrapers,_urban_views),_beautif.jpg","3_Aerial_photography_from_an_airplane,_city,_skyscrapers,_building,_aerial_views_of_big_cities_(skyscrapers,_urban_views),_beautif.jpg",4
937,2335,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_abandoned_city,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape..jpg","3_An_abandoned_city,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape..jpg",5
938,2337,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_Legend_of_Zelda_landscape_atmospheric,_epic_render,_8_k,_unreal_engine,_hyper_detailed,_epic_landscape_photography,_urban,_h.jpg","3_The_Legend_of_Zelda_landscape_atmospheric,_epic_render,_8_k,_unreal_engine,_hyper_detailed,_epic_landscape_photography,_urban,_h.jpg",3
939,2343,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_surreal_landscape_at_day,_blue_hues,_red_tones,_black..jpg","3_A_surreal_landscape_at_day,_blue_hues,_red_tones,_black..jpg",5
940,2344,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_Legend_of_Zelda_atmosphere,_hyper_realistic,_8k,_epic_landscape_photography,cinematic..jpg","3_The_Legend_of_Zelda_atmosphere,_hyper_realistic,_8k,_epic_landscape_photography,cinematic..jpg",5
941,2346,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Hiking_high_in_the_forest_with_wild_cats,_mountain_top_mountain,_epic,_amazing..jpg","3_Hiking_high_in_the_forest_with_wild_cats,_mountain_top_mountain,_epic,_amazing..jpg",3
942,2347,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Modern_indonesia,_street_art,_modern_style,_modern_interior_design,_modern_architecture,_modern_furniture,_modern..jpg","3_Modern_indonesia,_street_art,_modern_style,_modern_interior_design,_modern_architecture,_modern_furniture,_modern..jpg",5
943,2348,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Old_wooden,_wooden_fences,_wooden_walls,_farmhouses,_wooden_gates..jpg","3_Old_wooden,_wooden_fences,_wooden_walls,_farmhouses,_wooden_gates..jpg",4
944,2349,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Fantasy_character,_design,_painting,_art_illustration,_drawing,_graphic_concept,_digital_art,_character_design,_fantasy,_science.jpg","3_Fantasy_character,_design,_painting,_art_illustration,_drawing,_graphic_concept,_digital_art,_character_design,_fantasy,_science.jpg",5
945,2352,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_post_apocalyptic_future_wasteland,_post_apocalyptic_architecture,_ruined_city,_sci_fi_concept_art,_dystopian_apocalypse,_urban.jpg","3_A_post_apocalyptic_future_wasteland,_post_apocalyptic_architecture,_ruined_city,_sci_fi_concept_art,_dystopian_apocalypse,_urban.jpg",5
946,2353,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_clean_water,_mountain_stream,_flowing_water,_spring,_running_water,_clean..jpg","3_A_clean_water,_mountain_stream,_flowing_water,_spring,_running_water,_clean..jpg",3
947,2357,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_cinematic_landscape_with_a_beautiful_sun_rising_over_a_beach_from_the_ocean,_with_a_wide_horizon_and_a_dramatic_sky_in_the_bac.jpg","3_A_cinematic_landscape_with_a_beautiful_sun_rising_over_a_beach_from_the_ocean,_with_a_wide_horizon_and_a_dramatic_sky_in_the_bac.jpg",4
948,2358,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_modern_looking_retro_and_psychedelic_style_typography_with_retro..jpg,3_A_modern_looking_retro_and_psychedelic_style_typography_with_retro..jpg,5
949,2359,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Modern_minimalist_living_room_painted_in_white_with_marble_floors,_modern_glass_design,_white_sofa,_white_table_by_marble,_glass.jpg","3_Modern_minimalist_living_room_painted_in_white_with_marble_floors,_modern_glass_design,_white_sofa,_white_table_by_marble,_glass.jpg",5
950,2361,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg","3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg",5
951,2361,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg","3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg",5
952,2361,"/media/s1/dataset/neurostocker/core/2022/10/26/3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg","3_An_aerial_point_of_view_cityscape,_hyper_realistic,_8_k,_exploration,_cinematic,_artstation,_8_k,_epic_landscape,_octane_render,.jpg",5
953,2363,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_interior_of_a_house_with_old_furniture,_a_vintage_feel,_black_and_white_photography,_photography,_old_houses..jpg","3_The_interior_of_a_house_with_old_furniture,_a_vintage_feel,_black_and_white_photography,_photography,_old_houses..jpg",2
954,2365,/media/s1/dataset/neurostocker/core/2022/10/26/3_New_Era_a_portrait_painting_depicting_the_life_of_an_average_citizen_and_the_history_of_the_world_of_work_with_a_brief_introduct.jpg,3_New_Era_a_portrait_painting_depicting_the_life_of_an_average_citizen_and_the_history_of_the_world_of_work_with_a_brief_introduct.jpg,5
955,2371,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Modern_architecture,_interior_design,_realistic_photorealism,_8,3,k,_photorealistic,_3D,..jpg","3_Modern_architecture,_interior_design,_realistic_photorealism,_8,3,k,_photorealistic,_3D,..jpg",3
956,2374,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Epic_scene_of_a_fire,_apocalyptic,_concept_art,_atmosphere,_concept_art,_landscape,_epic,_atmospheric,_epic_composition,_8k,_oct.jpg","3_Epic_scene_of_a_fire,_apocalyptic,_concept_art,_atmosphere,_concept_art,_landscape,_epic,_atmospheric,_epic_composition,_8k,_oct.jpg",5
957,2376,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Abstract_art_in_the_style_of_pop_art,_bright_color,_creative,_inspirational_art..jpg","3_Abstract_art_in_the_style_of_pop_art,_bright_color,_creative,_inspirational_art..jpg",5
958,2380,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Realistic_lighting,_cityscape_photography,_realistic_realism,_photorealism,_realistic_art,_realistic_city_photography,..jpg","3_Realistic_lighting,_cityscape_photography,_realistic_realism,_photorealism,_realistic_art,_realistic_city_photography,..jpg",5
959,2382,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_Legend_of_Zelda_is_made_out_of_glass,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_.jpg","3_The_Legend_of_Zelda_is_made_out_of_glass,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_.jpg",5
960,2383,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Dark_neon_lights_and_dark_walls_of_a_hotel,_4_6_k,_octane_render,_hyper_detailed,_e..jpg","3_Dark_neon_lights_and_dark_walls_of_a_hotel,_4_6_k,_octane_render,_hyper_detailed,_e..jpg",5
961,2386,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_close_up_of_a_blue_diamond_of_the_moon,_diamond_covered_with_yellow_tint..jpg","3_A_close_up_of_a_blue_diamond_of_the_moon,_diamond_covered_with_yellow_tint..jpg",2
962,2387,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_streets_of_Istanbul,_one_of_the_most_populous_cities_in_the_world,_hyper_real_3d_scene,_post_process_photography,_city_vista.jpg","3_The_streets_of_Istanbul,_one_of_the_most_populous_cities_in_the_world,_hyper_real_3d_scene,_post_process_photography,_city_vista.jpg",5
963,2389,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Luxury_car_interior,_high_resolution_photo-realistic_automotive_interior..jpg","3_Luxury_car_interior,_high_resolution_photo-realistic_automotive_interior..jpg",5
964,2392,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photog.jpg","3_A_world_of_fire,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_vista_photog.jpg",4
965,2398,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Landscape_world,_dark_night,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_.jpg","3_Landscape_world,_dark_night,_atmospheric,_hyper_realistic,_8k,_epic_composition,_cinematic,_octane_render,_artstation_landscape_.jpg",5
966,2401,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Hyper_realistic_ocean_storm,_deep_sky_photography,_hyper_realism,_8k,_epic,_hyper_real,_high_dynamic_range,_cinema,_octane_rende.jpg","3_Hyper_realistic_ocean_storm,_deep_sky_photography,_hyper_realism,_8k,_epic,_hyper_real,_high_dynamic_range,_cinema,_octane_rende.jpg",5
967,2402,"/media/s1/dataset/neurostocker/core/2022/10/25/3_Vampires_of_twilight_cinematic,_detailed,_epic,_epic_landscape,_concept_art,_photo_real,_3d,_VFX,_digital_painting..jpg","3_Vampires_of_twilight_cinematic,_detailed,_epic,_epic_landscape,_concept_art,_photo_real,_3d,_VFX,_digital_painting..jpg",2
968,2404,/media/s1/dataset/neurostocker/core/2022/10/26/3_A_poster_showing_the_main_characters_of_the_movie..jpg,3_A_poster_showing_the_main_characters_of_the_movie..jpg,5
969,2408,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_city_in_the_middle_of_the_desert,_a_place_that_is_made_out_of_crystal..jpg","3_A_city_in_the_middle_of_the_desert,_a_place_that_is_made_out_of_crystal..jpg",5
970,2411,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_view_from_a_skyscraper_looking_at_the_sunset_from_the_clouds,_atmospheric,_hyper_realistic,..jpg","3_A_view_from_a_skyscraper_looking_at_the_sunset_from_the_clouds,_atmospheric,_hyper_realistic,..jpg",4
971,2413,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_picture_of_a_lion,_cartoon_art,_c..jpg","3_A_picture_of_a_lion,_cartoon_art,_c..jpg",5
972,2416,/media/s1/dataset/neurostocker/core/2022/10/26/3_Super_detailed_oil_painting_with_textures_and_painted_details..jpg,3_Super_detailed_oil_painting_with_textures_and_painted_details..jpg,5
973,2417,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_modern_painting_titled_achromatic_that_uses_primary_colors_only_red,_yellow,_and_blue,_and_no_white_like_traditional..jpg","3_A_modern_painting_titled_achromatic_that_uses_primary_colors_only_red,_yellow,_and_blue,_and_no_white_like_traditional..jpg",4
974,2420,"/media/s1/dataset/neurostocker/core/2022/10/26/3_A_cinematic_art_direction_and_storyboard_for_the_next_007_film,_artistic..jpg","3_A_cinematic_art_direction_and_storyboard_for_the_next_007_film,_artistic..jpg",5
975,2421,"/media/s1/dataset/neurostocker/core/2022/10/26/3_City_landscapes,_sunsets,_street_photography,_beautiful_architecture,_skyscrapers..jpg","3_City_landscapes,_sunsets,_street_photography,_beautiful_architecture,_skyscrapers..jpg",5
976,2424,"/media/s1/dataset/neurostocker/core/2022/10/26/3_Landscape_and_cityscape,_street_streetlamp_urban,_city_scape,_architectural,..jpg","3_Landscape_and_cityscape,_street_streetlamp_urban,_city_scape,_architectural,..jpg",5
977,2425,"/media/s1/dataset/neurostocker/core/2022/10/26/3_The_city_of_gareji,_a_modern_city,_the_city_of_gareji,_modern_city,..jpg","3_The_city_of_gareji,_a_modern_city,_the_city_of_gareji,_modern_city,..jpg",5
